Año,Trimestre,Provincia,Accesos por cada 100 hogares,Rango
2017,3,Capital Federal,121.85832590969336,
2017,3,Catamarca,32.49092567790524,"(30, 40]"
2017,3,Chaco,29.975925647657625,"(20, 30]"
2017,3,Chubut,46.21537746651841,"(40, 50]"
2017,3,Córdoba,62.30700225296333,"(60, 70]"
2017,3,Corrientes,32.16543574593796,"(30, 40]"
2017,3,Entre Ríos,45.95812167017718,"(40, 50]"
2017,3,Formosa,21.350384380070757,"(20, 30]"
2017,3,Jujuy,22.64536299508256,"(20, 30]"
2017,3,La Pampa,69.13993701142644,"(60, 70]"
2017,3,La Rioja,51.46525230494696,"(50, 60]"
2017,3,Mendoza,35.70493177720565,"(30, 40]"
2017,3,Misiones,30.205990933031902,"(30, 40]"
2017,3,Neuquén,60.8304131050389,"(60, 70]"
2017,3,Río Negro,48.518658939500625,"(40, 50]"
2017,3,Salta,39.839700806907416,"(30, 40]"
2017,3,San Juan,32.36688935995978,"(30, 40]"
2017,3,San Luis,15.477861790298098,"(10, 20]"
2017,3,Santa Cruz,33.29182971658959,"(30, 40]"
2017,3,Santa Fe,60.90635563451515,"(60, 70]"
2017,3,Santiago Del Estero,35.12104488438485,"(30, 40]"
2017,3,Tierra Del Fuego,65.74180473434595,"(60, 70]"
2017,3,Tucumán,39.69537916123259,"(30, 40]"
2017,2,Buenos Aires,56.272144161691315,"(50, 60]"
2017,2,Capital Federal,124.06139375642523,
2017,2,Catamarca,25.97712106768351,"(20, 30]"
2017,2,Chaco,29.045524775453423,"(20, 30]"
2017,2,Chubut,35.54601117914412,"(30, 40]"
2017,2,Córdoba,58.973528908003566,"(50, 60]"
2017,2,Corrientes,31.38612136835505,"(30, 40]"
2017,2,Entre Ríos,45.38933102824724,"(40, 50]"
2017,2,Formosa,19.965076445261992,"(10, 20]"
2017,2,Jujuy,22.403415894624064,"(20, 30]"
2017,2,La Pampa,63.49352648099681,"(60, 70]"
2017,2,La Rioja,16.203445806143563,"(10, 20]"
2017,2,Mendoza,31.75860536139077,"(30, 40]"
2017,2,Misiones,30.089248025085933,"(30, 40]"
2017,2,Neuquén,61.91013427666159,"(60, 70]"
2017,2,Río Negro,46.02080512293318,"(40, 50]"
2017,2,Salta,32.739420263626215,"(30, 40]"
2017,2,San Juan,26.96461612024698,"(20, 30]"
2017,2,San Luis,9.513970314868304,"(0, 10]"
2017,2,Santa Cruz,26.248619828709554,"(20, 30]"
2017,2,Santa Fe,52.26961123969867,"(50, 60]"
2017,2,Santiago Del Estero,14.118988073971998,"(10, 20]"
2017,2,Tierra Del Fuego,68.46322075955756,"(60, 70]"
2017,2,Tucumán,38.18623365639289,"(30, 40]"
2017,1,Buenos Aires,58.57400244920328,"(50, 60]"
2017,1,Capital Federal,108.36920836560806,
2017,1,Catamarca,25.659350838021506,"(20, 30]"
2017,1,Chaco,28.62166053842791,"(20, 30]"
2017,1,Chubut,35.662220237763016,"(30, 40]"
2017,1,Córdoba,57.65332959287443,"(50, 60]"
2017,1,Corrientes,30.940600109644144,"(30, 40]"
2017,1,Entre Ríos,44.907273687041226,"(40, 50]"
2017,1,Formosa,19.842489178645863,"(10, 20]"
2017,1,Jujuy,22.756985962232346,"(20, 30]"
2017,1,La Pampa,62.66928104575163,"(60, 70]"
2017,1,La Rioja,16.19552414605418,"(10, 20]"
2017,1,Mendoza,31.843012770179662,"(30, 40]"
2017,1,Misiones,29.522202363131044,"(20, 30]"
2017,1,Neuquén,61.02302006782746,"(60, 70]"
2017,1,Río Negro,46.02953874119518,"(40, 50]"
2017,1,Salta,32.57548931482305,"(30, 40]"
2017,1,San Juan,27.03676098842391,"(20, 30]"
2017,1,San Luis,9.545500193678896,"(0, 10]"
2017,1,Santa Cruz,26.52499173785465,"(20, 30]"
2017,1,Santa Fe,51.970107692080425,"(50, 60]"
2017,1,Santiago Del Estero,14.702119493368587,"(10, 20]"
2017,1,Tierra Del Fuego,68.91974851288131,"(60, 70]"
2017,1,Tucumán,37.90016075894098,"(30, 40]"
2016,4,Buenos Aires,61.236587430356856,"(60, 70]"
2016,4,Capital Federal,120.63133173632356,
2016,4,Catamarca,26.543515589961913,"(20, 30]"
2016,4,Chaco,28.786656085255263,"(20, 30]"
2016,4,Chubut,36.07290546427898,"(30, 40]"
2016,4,Córdoba,57.696719154378975,"(50, 60]"
2016,4,Corrientes,30.98107037649768,"(30, 40]"
2016,4,Entre Ríos,45.208402854677,"(40, 50]"
2016,4,Formosa,19.84823607816392,"(10, 20]"
2016,4,Jujuy,22.651387008241425,"(20, 30]"
2016,4,La Pampa,63.016182768654026,"(60, 70]"
2016,4,La Rioja,16.45531638401623,"(10, 20]"
2016,4,Mendoza,32.10735338479002,"(30, 40]"
2016,4,Misiones,29.720149807797423,"(20, 30]"
2016,4,Neuquén,60.873667228199054,"(60, 70]"
2016,4,Río Negro,46.38521035065572,"(40, 50]"
2016,4,Salta,32.69411973937546,"(30, 40]"
2016,4,San Juan,27.292421452197058,"(20, 30]"
2016,4,San Luis,9.640682435370556,"(0, 10]"
2016,4,Santa Cruz,27.04676021484584,"(20, 30]"
2016,4,Santa Fe,52.19105023718895,"(50, 60]"
2016,4,Santiago Del Estero,15.067847510433346,"(10, 20]"
2016,4,Tierra Del Fuego,70.30526590539473,"(70, 80]"
2016,4,Tucumán,37.9807622036193,"(30, 40]"
2016,3,Buenos Aires,60.14329545468815,"(60, 70]"
2016,3,Capital Federal,120.77287775101534,
2016,3,Catamarca,26.48067675746367,"(20, 30]"
2016,3,Chaco,28.910749068480953,"(20, 30]"
2016,3,Chubut,36.17869442878647,"(30, 40]"
2016,3,Córdoba,58.24381625803197,"(50, 60]"
2016,3,Corrientes,31.066878826051184,"(30, 40]"
2016,3,Entre Ríos,45.43514088447326,"(40, 50]"
2016,3,Formosa,18.639708302862847,"(10, 20]"
2016,3,Jujuy,22.605154265256864,"(20, 30]"
2016,3,La Pampa,61.73178543650905,"(60, 70]"
2016,3,La Rioja,17.074559106484113,"(10, 20]"
2016,3,Mendoza,32.08835884566649,"(30, 40]"
2016,3,Misiones,29.905385775898186,"(20, 30]"
2016,3,Neuquén,60.21485088853954,"(60, 70]"
2016,3,Río Negro,46.38796536215942,"(40, 50]"
2016,3,Salta,32.95583168118035,"(30, 40]"
2016,3,San Juan,27.31712713599077,"(20, 30]"
2016,3,San Luis,9.630539686885157,"(0, 10]"
2016,3,Santa Cruz,26.835201895450698,"(20, 30]"
2016,3,Santa Fe,52.67215036886248,"(50, 60]"
2016,3,Santiago Del Estero,15.329646578472886,"(10, 20]"
2016,3,Tierra Del Fuego,68.94049249100736,"(60, 70]"
2016,3,Tucumán,37.89736341023836,"(30, 40]"
2016,2,Buenos Aires,59.33852679105808,"(50, 60]"
2016,2,Capital Federal,120.03953504825309,
2016,2,Catamarca,26.074188059740646,"(20, 30]"
2016,2,Chaco,28.5935505552226,"(20, 30]"
2016,2,Chubut,36.12438565556337,"(30, 40]"
2016,2,Córdoba,57.54798052828644,"(50, 60]"
2016,2,Corrientes,30.580162046616557,"(30, 40]"
2016,2,Entre Ríos,44.73887454518738,"(40, 50]"
2016,2,Formosa,19.370070664563997,"(10, 20]"
2016,2,Jujuy,21.888281043576683,"(20, 30]"
2016,2,La Pampa,60.43686025737927,"(60, 70]"
2016,2,La Rioja,16.878902611111524,"(10, 20]"
2016,2,Mendoza,32.12597179442594,"(30, 40]"
2016,2,Misiones,29.239512823021975,"(20, 30]"
2016,2,Neuquén,59.098285533662036,"(50, 60]"
2016,2,Río Negro,46.240113078127436,"(40, 50]"
2016,2,Salta,32.08172602508202,"(30, 40]"
2016,2,San Juan,27.34078151409113,"(20, 30]"
2016,2,San Luis,9.603733851602321,"(0, 10]"
2016,2,Santa Cruz,26.728911725319804,"(20, 30]"
2016,2,Santa Fe,52.436477259371124,"(50, 60]"
2016,2,Santiago Del Estero,15.888925047306124,"(10, 20]"
2016,2,Tierra Del Fuego,67.71824288255286,"(60, 70]"
2016,2,Tucumán,37.23568289338424,"(30, 40]"
2016,1,Buenos Aires,57.33590782254113,"(50, 60]"
2016,1,Capital Federal,115.16005888884817,
2016,1,Catamarca,25.910217981190538,"(20, 30]"
2016,1,Chaco,28.07514644775236,"(20, 30]"
2016,1,Chubut,36.0927055378499,"(30, 40]"
2016,1,Córdoba,55.283092783740216,"(50, 60]"
2016,1,Corrientes,30.080785004133055,"(30, 40]"
2016,1,Entre Ríos,43.84596814466226,"(40, 50]"
2016,1,Formosa,19.041878369434937,"(10, 20]"
2016,1,Jujuy,21.41001128856396,"(20, 30]"
2016,1,La Pampa,57.84086865504526,"(50, 60]"
2016,1,La Rioja,16.83351837249417,"(10, 20]"
2016,1,Mendoza,32.12333888801278,"(30, 40]"
2016,1,Misiones,28.36765259095629,"(20, 30]"
2016,1,Neuquén,55.75393700425406,"(50, 60]"
2016,1,Río Negro,45.83512638708331,"(40, 50]"
2016,1,Salta,31.315545971153234,"(30, 40]"
2016,1,San Juan,27.330794110004312,"(20, 30]"
2016,1,San Luis,9.586346282770212,"(0, 10]"
2016,1,Santa Cruz,26.865862521449994,"(20, 30]"
2016,1,Santa Fe,51.27734085407622,"(50, 60]"
2016,1,Santiago Del Estero,16.205749206821952,"(10, 20]"
2016,1,Tierra Del Fuego,65.83304163135006,"(60, 70]"
2016,1,Tucumán,36.72477136636591,"(30, 40]"
2015,4,Buenos Aires,58.29182182733718,"(50, 60]"
2015,4,Capital Federal,118.13036321153807,
2015,4,Catamarca,26.23945178859185,"(20, 30]"
2015,4,Chaco,28.35056623514143,"(20, 30]"
2015,4,Chubut,36.89017827786587,"(30, 40]"
2015,4,Córdoba,57.364881766079215,"(50, 60]"
2015,4,Corrientes,30.33643144533882,"(30, 40]"
2015,4,Entre Ríos,44.10854807300098,"(40, 50]"
2015,4,Formosa,19.06549151678632,"(10, 20]"
2015,4,Jujuy,21.47147379391073,"(20, 30]"
2015,4,La Pampa,58.75633720012275,"(50, 60]"
2015,4,La Rioja,17.315778648410653,"(10, 20]"
2015,4,Mendoza,32.48895249500142,"(30, 40]"
2015,4,Misiones,28.686658891542372,"(20, 30]"
2015,4,Neuquén,58.2893377687955,"(50, 60]"
2015,4,Río Negro,46.43948111494307,"(40, 50]"
2015,4,Salta,31.593492648071866,"(30, 40]"
2015,4,San Juan,27.6648539357743,"(20, 30]"
2015,4,San Luis,9.705768984506312,"(0, 10]"
2015,4,Santa Cruz,27.74476906647967,"(20, 30]"
2015,4,Santa Fe,52.60808978585806,"(50, 60]"
2015,4,Santiago Del Estero,17.00497803803607,"(10, 20]"
2015,4,Tierra Del Fuego,66.46220433623792,"(60, 70]"
2015,4,Tucumán,37.06217328329588,"(30, 40]"
2015,3,Buenos Aires,57.68868105608009,"(50, 60]"
2015,3,Capital Federal,118.28921116431961,
2015,3,Catamarca,25.863781184637624,"(20, 30]"
2015,3,Chaco,27.963072793479412,"(20, 30]"
2015,3,Chubut,36.81180991463324,"(30, 40]"
2015,3,Córdoba,57.08340378951846,"(50, 60]"
2015,3,Corrientes,30.16741240901903,"(30, 40]"
2015,3,Entre Ríos,43.67718163526334,"(40, 50]"
2015,3,Formosa,18.836751773785252,"(10, 20]"
2015,3,Jujuy,21.2703333470887,"(20, 30]"
2015,3,La Pampa,57.96395975091518,"(50, 60]"
2015,3,La Rioja,17.151129442032545,"(10, 20]"
2015,3,Mendoza,32.49199583186653,"(30, 40]"
2015,3,Misiones,28.306345093436885,"(20, 30]"
2015,3,Neuquén,54.59931489671118,"(50, 60]"
2015,3,Río Negro,46.389186656745146,"(40, 50]"
2015,3,Salta,31.175945212858434,"(30, 40]"
2015,3,San Juan,27.66538565566005,"(20, 30]"
2015,3,San Luis,9.70650326873876,"(0, 10]"
2015,3,Santa Cruz,27.606060983429437,"(20, 30]"
2015,3,Santa Fe,52.14595474084349,"(50, 60]"
2015,3,Santiago Del Estero,17.11882253135319,"(10, 20]"
2015,3,Tierra Del Fuego,74.85845784033849,"(70, 80]"
2015,3,Tucumán,36.61035952774264,"(30, 40]"
2015,2,Buenos Aires,56.80280561439208,"(50, 60]"
2015,2,Capital Federal,116.06627091860372,
2015,2,Catamarca,25.45341804469818,"(20, 30]"
2015,2,Chaco,27.46453938839946,"(20, 30]"
2015,2,Chubut,36.58246720458481,"(30, 40]"
2015,2,Córdoba,55.86916350781819,"(50, 60]"
2015,2,Corrientes,29.584012668108493,"(20, 30]"
2015,2,Entre Ríos,42.93197901645878,"(40, 50]"
2015,2,Formosa,18.36026720527858,"(10, 20]"
2015,2,Jujuy,20.287219077594944,"(20, 30]"
2015,2,La Pampa,56.70766522530004,"(50, 60]"
2015,2,La Rioja,16.883190981963825,"(10, 20]"
2015,2,Mendoza,32.49199583186653,"(30, 40]"
2015,2,Misiones,27.34768244882168,"(20, 30]"
2015,2,Neuquén,53.117336593231435,"(50, 60]"
2015,2,Río Negro,45.97612013432327,"(40, 50]"
2015,2,Salta,30.46112384270092,"(30, 40]"
2015,2,San Juan,27.64305342045848,"(20, 30]"
2015,2,San Luis,9.707971837203658,"(0, 10]"
2015,2,Santa Cruz,27.072245027448233,"(20, 30]"
2015,2,Santa Fe,51.17653890867876,"(50, 60]"
2015,2,Santiago Del Estero,17.110566632982863,"(10, 20]"
2015,2,Tierra Del Fuego,74.50787431664719,"(70, 80]"
2015,2,Tucumán,35.68770560918727,"(30, 40]"
2015,1,Buenos Aires,56.37048433026737,"(50, 60]"
2015,1,Capital Federal,114.89699714890288,
2015,1,Catamarca,25.10946633078758,"(20, 30]"
2015,1,Chaco,26.649591220305552,"(20, 30]"
2015,1,Chubut,37.612780685907914,"(30, 40]"
2015,1,Córdoba,54.69734650188214,"(50, 60]"
2015,1,Corrientes,28.95019128190928,"(20, 30]"
2015,1,Entre Ríos,42.06519337351208,"(40, 50]"
2015,1,Formosa,18.12270367397183,"(10, 20]"
2015,1,Jujuy,19.68971363262363,"(10, 20]"
2015,1,La Pampa,55.50803232733774,"(50, 60]"
2015,1,La Rioja,16.703201787413843,"(10, 20]"
2015,1,Mendoza,32.36588756051825,"(30, 40]"
2015,1,Misiones,26.305604105190643,"(20, 30]"
2015,1,Neuquén,51.95443673810251,"(50, 60]"
2015,1,Río Negro,45.32694907202778,"(40, 50]"
2015,1,Salta,30.00978823344275,"(30, 40]"
2015,1,San Juan,27.553192759766446,"(20, 30]"
2015,1,San Luis,9.716048963760594,"(0, 10]"
2015,1,Santa Cruz,27.994863943494483,"(20, 30]"
2015,1,Santa Fe,50.24449475931921,"(50, 60]"
2015,1,Santiago Del Estero,17.0558169911586,"(10, 20]"
2015,1,Tierra Del Fuego,74.23495170010268,"(70, 80]"
2015,1,Tucumán,35.07860688538978,"(30, 40]"
2014,4,Buenos Aires,56.09433653019754,"(50, 60]"
2014,4,Capital Federal,114.89676550801623,
2014,4,Catamarca,25.513779082747998,"(20, 30]"
2014,4,Chaco,21.87078320023224,"(20, 30]"
2014,4,Chubut,40.24927468450274,"(40, 50]"
2014,4,Córdoba,54.69689679332299,"(50, 60]"
2014,4,Corrientes,23.56243099277512,"(20, 30]"
2014,4,Entre Ríos,36.0254708519679,"(30, 40]"
2014,4,Formosa,17.956311361695214,"(10, 20]"
2014,4,Jujuy,19.59941818052116,"(10, 20]"
2014,4,La Pampa,51.273133452228585,"(50, 60]"
2014,4,La Rioja,17.01075088723615,"(10, 20]"
2014,4,Mendoza,32.63838187615034,"(30, 40]"
2014,4,Misiones,24.162430605588312,"(20, 30]"
2014,4,Neuquén,52.554989697249574,"(50, 60]"
2014,4,Río Negro,45.47806275120403,"(40, 50]"
2014,4,Salta,29.534861619577978,"(20, 30]"
2014,4,San Juan,28.037145714560673,"(20, 30]"
2014,4,San Luis,9.786393366351197,"(0, 10]"
2014,4,Santa Cruz,27.802678969652344,"(20, 30]"
2014,4,Santa Fe,49.999623023482705,"(40, 50]"
2014,4,Santiago Del Estero,17.26920158364512,"(10, 20]"
2014,4,Tierra Del Fuego,66.13781947338316,"(60, 70]"
2014,4,Tucumán,35.32087516932818,"(30, 40]"
2014,3,Buenos Aires,56.754739164071026,"(50, 60]"
2014,3,Capital Federal,113.8005123324155,
2014,3,Catamarca,24.706121305327624,"(20, 30]"
2014,3,Chaco,21.112666705262427,"(20, 30]"
2014,3,Chubut,40.59867094427454,"(40, 50]"
2014,3,Córdoba,54.23361028299935,"(50, 60]"
2014,3,Corrientes,22.78753503515243,"(20, 30]"
2014,3,Entre Ríos,34.981647333712985,"(30, 40]"
2014,3,Formosa,17.771314831468263,"(10, 20]"
2014,3,Jujuy,18.368534215570367,"(10, 20]"
2014,3,La Pampa,55.78120173850417,"(50, 60]"
2014,3,La Rioja,16.50671327406722,"(10, 20]"
2014,3,Mendoza,32.313179561655694,"(30, 40]"
2014,3,Misiones,23.567356954345527,"(20, 30]"
2014,3,Neuquén,56.39541102706976,"(50, 60]"
2014,3,Río Negro,46.196187157830146,"(40, 50]"
2014,3,Salta,29.2226843537979,"(20, 30]"
2014,3,San Juan,27.854244478102746,"(20, 30]"
2014,3,San Luis,9.711210759672754,"(0, 10]"
2014,3,Santa Cruz,28.231942904274984,"(20, 30]"
2014,3,Santa Fe,49.19588444557267,"(40, 50]"
2014,3,Santiago Del Estero,16.49220390830193,"(10, 20]"
2014,3,Tierra Del Fuego,65.68610204476191,"(60, 70]"
2014,3,Tucumán,33.94375582221807,"(30, 40]"
2014,2,Buenos Aires,55.06141695143392,"(50, 60]"
2014,2,Capital Federal,113.1433524754098,
2014,2,Catamarca,24.703118860058403,"(20, 30]"
2014,2,Chaco,20.95799636749445,"(20, 30]"
2014,2,Chubut,41.41020981991258,"(40, 50]"
2014,2,Córdoba,53.448126115625996,"(50, 60]"
2014,2,Corrientes,22.575613003243586,"(20, 30]"
2014,2,Entre Ríos,34.687432371459764,"(30, 40]"
2014,2,Formosa,17.54041175485166,"(10, 20]"
2014,2,Jujuy,18.706060999413573,"(10, 20]"
2014,2,La Pampa,49.70759616034458,"(40, 50]"
2014,2,La Rioja,16.502564816345664,"(10, 20]"
2014,2,Mendoza,32.098238150241194,"(30, 40]"
2014,2,Misiones,23.367747601299843,"(20, 30]"
2014,2,Neuquén,50.84274905844866,"(50, 60]"
2014,2,Río Negro,45.33491032014632,"(40, 50]"
2014,2,Salta,28.914594000862877,"(20, 30]"
2014,2,San Juan,27.782697817958912,"(20, 30]"
2014,2,San Luis,9.717910199871824,"(0, 10]"
2014,2,Santa Cruz,29.377007153054272,"(20, 30]"
2014,2,Santa Fe,48.39035138670138,"(40, 50]"
2014,2,Santiago Del Estero,16.695567347354444,"(10, 20]"
2014,2,Tierra Del Fuego,64.35604517159936,"(60, 70]"
2014,2,Tucumán,33.94452688568229,"(30, 40]"
2014,1,Buenos Aires,54.570072879439756,"(50, 60]"
2014,1,Capital Federal,112.25412278926913,
2014,1,Catamarca,24.251751254585553,"(20, 30]"
2014,1,Chaco,20.71853886384081,"(20, 30]"
2014,1,Chubut,41.23521807972435,"(40, 50]"
2014,1,Córdoba,52.517847544006315,"(50, 60]"
2014,1,Corrientes,22.316716713838876,"(20, 30]"
2014,1,Entre Ríos,34.367121821250166,"(30, 40]"
2014,1,Formosa,17.418451079368708,"(10, 20]"
2014,1,Jujuy,18.41535244687765,"(10, 20]"
2014,1,La Pampa,48.42532103828204,"(40, 50]"
2014,1,La Rioja,16.294104815837528,"(10, 20]"
2014,1,Mendoza,31.91312298660578,"(30, 40]"
2014,1,Misiones,23.13653864847733,"(20, 30]"
2014,1,Neuquén,49.79160519138556,"(40, 50]"
2014,1,Río Negro,44.913957131788514,"(40, 50]"
2014,1,Salta,28.699559509630678,"(20, 30]"
2014,1,San Juan,27.59549302299609,"(20, 30]"
2014,1,San Luis,9.347207842190002,"(0, 10]"
2014,1,Santa Cruz,28.939093063577776,"(20, 30]"
2014,1,Santa Fe,47.84766256547095,"(40, 50]"
2014,1,Santiago Del Estero,16.309923503967603,"(10, 20]"
2014,1,Tierra Del Fuego,63.965925574153744,"(60, 70]"
2014,1,Tucumán,33.4209747934719,"(30, 40]"
